budget,genres,id,keywords,original_title,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count,Actor,Director,release_year,main_genre,popularity_log,original_language_fr,original_language_other,title_length,main_production_country_Canada,main_production_country_France,main_production_country_Germany,main_production_country_Other,main_production_country_United Kingdom,main_production_country_United States of America,main_production_country_Unknown,runtime_log,vote_count_log,budget_boxcox
23000000.0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",11024,detective,Scooby-Doo 2: Monsters Unleashed,22.644275,"[{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Warner Bros."", ""id"": 6194}]",2004-03-24,181466833.0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They came. They saw. They ran.,5.4,500.0,Freddie Prinze Jr.,Charles Roven,2004.0,Mystery,3.163121013752208,False,False,32,,,,,,1.0,,4.543294782270004,6.2166061010848646,444.0487885775556
26000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",208763,monster,Viy,7.182761,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ankor-Film"", ""id"": 21450}]",2014-01-30,51751835.0,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The truth is in you,4.9,71.0,Jason Flemyng,Vladimír Smutný,2014.0,Thriller,2.102029624226377,False,True,3,,,,1.0,,,,4.852030263919617,4.276666119016055,460.03684995471525
30000000.0,"[{""id"": 27, ""name"": ""Horror""}]",6466,murder,Freddy vs. Jason,26.69592,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Cecchi Gori Group Tiger Cinematografica"", ""id"": 371}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}, {""name"": ""WTC Productions"", ""id"": 50102}, {""name"": ""Yannix Technology Corporation"", ""id"": 53063}]",2003-08-15,114908830.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil Will Battle Evil,5.8,594.0,Robert Englund,Harry Cohen,2003.0,Horror,3.3212851099259266,False,False,16,1.0,,,,,,,4.584967478670572,6.38856140554563,479.4218529994081
23000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",254024,murder investigation,The Face of an Angel,7.336256,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Cattleya"", ""id"": 10102}, {""name"": ""Vedette Finance"", ""id"": 34381}, {""name"": ""Multitrade"", ""id"": 48197}, {""name"": ""Ypsilon Films"", ""id"": 53326}]",2014-09-06,51751835.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"Forget the truth, find the story.",4.7,64.0,Kate Beckinsale,Michael Winterbottom,2014.0,Thriller,2.120614194712208,False,False,20,,,,1.0,,,,4.61512051684126,4.174387269895637,444.0487885775556
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",12589,showdown,Jimmy Neutron: Boy Genius,12.739721,"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Universal Cartoon Studios"", ""id"": 4285}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2001-12-21,80936232.0,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"He may be small, but he's got a big brain!",5.6,231.0,Debi Derryberry,John Debney,2001.0,Action,2.6202909809111845,False,False,25,,,,,,1.0,,4.442651256490317,5.44673737166631,454.8610637096236
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",7191,helicopter,Cloverfield,46.942396,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}]",2008-01-15,170764026.0,85.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some Thing Has Found Us,6.4,2251.0,Lizzy Caplan,Doug J. Meerdink,2008.0,Action,3.870000206897915,False,False,11,,,,,,1.0,,4.454347296253507,7.719573989259581,454.8610637096236
25000000.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1497,crime fighter,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}]",1991-03-22,78000000.0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Cowabunga, it's the new turtle movie.",5.8,286.0,Paige Turco,Lynn Stalmaster,1991.0,Science Fiction,2.8036716657857026,False,False,55,,,,1.0,,,,4.48863636973214,5.659482215759621,454.8610637096236
25000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",117,white suit,The Untouchables,38.272889,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1987-06-02,76270454.0,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What are you prepared to do?,7.6,1384.0,Kevin Costner,Gerald B. Greenberg,1987.0,Crime,3.6705344334928163,False,False,16,,,,,,1.0,,4.787491742782046,7.233455418621439,454.8610637096236
25000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6977,texas,No Country for Old Men,53.645267,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}]",2007-11-08,171600000.0,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,There are no clean getaways.,7.7,3003.0,Tommy Lee Jones,Roger Deakins,2007.0,Crime,4.000862605199599,False,False,22,,,,,,1.0,,4.812184355372417,8.007700012884026,454.8610637096236
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",168530,police operation,Ride Along,28.468,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Rainforest Films"", ""id"": 1309}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Relativity Media"", ""id"": 7295}]",2014-01-07,153997819.0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Propose to this cop's sister? Rookie mistake.,6.1,853.0,Ice Cube,Chris Bender,2014.0,Action,3.383304928820567,False,False,10,,,,,,1.0,,4.605170185988092,6.74993119378857,454.8610637096236
25000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",634,holiday,Bridget Jones's Diary,35.310712,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Little Bird"", ""id"": 11358}]",2001-04-13,281929795.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,6.5,1356.0,Renée Zellweger,Tim Bevan,2001.0,Comedy,3.5921127941571536,False,False,21,,1.0,,,,,,4.584967478670572,7.213031659834869,454.8610637096236
25000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",392,chocolate,Chocolat,28.727731,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""David Brown Productions"", ""id"": 903}, {""name"": ""Fat Free"", ""id"": 65781}]",2000-12-14,152500343.0,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,...and the world is still indulging!,6.8,951.0,Juliette Binoche,Suzanne Smith,2000.0,Comedy,3.3920803138821998,False,False,8,,,,,1.0,,,4.804021044733257,6.858565034791365,454.8610637096236
45000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",10327,washington d.c.,"Legally Blonde 2: Red, White & Blonde",4.340616,"[{""name"": ""Type A Films"", ""id"": 2308}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2003-07-02,124914842.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bigger. Bolder. Blonder.,5.1,377.0,Reese Witherspoon,Reese Witherspoon,2003.0,Comedy,1.6753410021243775,False,False,37,,,,,,1.0,,4.564348191467836,5.934894195619588,538.8639866706336
25000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",88042,,Parental Guidance,14.604911,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Face Productions"", ""id"": 48638}]",2012-12-25,119772232.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Here come the grandparents.  There go the rules.,5.7,210.0,Billy Crystal,David J. Bomba,2012.0,Comedy,2.7475856724062546,False,False,17,,,,,,1.0,,4.653960350157523,5.351858133476067,454.8610637096236
25000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",41630,father son relationship,No Strings Attached,38.688822,"[{""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Handsomecharlie Films"", ""id"": 8873}]",2011-01-21,147780440.0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Friendship has its benefits.,6.1,1331.0,Natalie Portman,Julie Weiss,2011.0,Comedy,3.6810695863343574,False,False,19,,,,,,1.0,,4.68213122712422,7.194436851100335,454.8610637096236
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",11969,retirement,Tombstone,30.537845,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]",1993-12-25,56505065.0,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Justice is coming.,7.4,626.0,Kurt Russell,Gordon Davidson,1993.0,Action,3.451188253265249,False,False,9,,,,,,1.0,,4.875197323201151,6.440946540632921,454.8610637096236
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2085,martial arts,Romeo Must Die,19.750059,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",2000-03-20,91036760.0,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",6.0,330.0,Jet Li,Lora Kennedy,2000.0,Action,3.032549090046159,False,False,14,,,,,,1.0,,4.7535901911063645,5.802118375377063,454.8610637096236
2800000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",794,monk,The Omen,25.939385,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]",1976-06-06,60922980.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,It is the greatest mystery of all because no human being will ever solve it.,7.2,476.0,Gregory Peck,Gilbert Taylor,1976.0,Horror,3.2935893422138487,False,False,8,,,,,1.0,,,4.718498871295094,6.1675164908883415,241.4097186999993
25000000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",9286,beheading,Final Destination 3,31.64341,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG"", ""id"": 12067}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}, {""name"": ""Matinee Pictures"", ""id"": 48785}, {""name"": ""Practical Pictures"", ""id"": 48788}]",2006-02-10,117719158.0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This Ride Will Be The Death Of You.,5.8,974.0,Mary Elizabeth Winstead,John Papsidera,2006.0,Horror,3.485642997678194,False,False,19,1.0,,,,,,,4.543294782270004,6.882437470997847,454.8610637096236
25000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",77877,based on novel,The Lucky One,26.811541,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Langley Park Production"", ""id"": 8057}]",2012-04-19,99357138.0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,6.8,946.0,Zac Efron,Bruce Berman,2012.0,Drama,3.325451078433103,False,False,13,,,,,,1.0,,4.624972813284271,6.853299093186078,454.8610637096236
60000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1265,brother sister relationship,Bridge to Terabithia,40.646102,"[{""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Hal Lieberman Company"", ""id"": 23890}, {""name"": ""Lauren Levine Productions Inc."", ""id"": 60611}]",2007-02-16,137587063.0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Close your eyes, but keep your mind wide open.",7.0,1113.0,Josh Hutcherson,Michael Chapman,2007.0,Adventure,3.7292077747973127,False,False,20,,,,,,1.0,,4.574710978503383,7.01571242048723,585.4252622424224
25000000.0,"[{""id"": 18, ""name"": ""Drama""}]",866,london england,Finding Neverland,34.160448,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Film Colony"", ""id"": 560}]",2004-10-17,116766556.0,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Where will your imagination take you?,7.2,1223.0,Johnny Depp,Peter Russell,2004.0,Drama,3.559921814487792,False,False,17,,,,,1.0,,,4.672828834461906,7.1098794630722715,454.8610637096236
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",175555,christmas,A Madea Christmas,5.377155,"[{""name"": ""Lions Gate"", ""id"": 6644}]",2013-12-13,51751835.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This Little Fool Thinks She's Getting A Damn Pony,7.0,35.0,Tyler Perry,Aaron Zigman,2013.0,Comedy,1.8527220731377931,False,False,17,,,,,,1.0,,4.61512051684126,3.58351893845611,444.0487885775556
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",75174,alcohol,The Grey,48.552871,"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""LD Entertainment"", ""id"": 10285}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Inferno Distribution"", ""id"": 11278}, {""name"": ""Chambara Pictures"", ""id"": 12234}]",2012-01-26,77278331.0,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Live or Die on This Day,6.4,1451.0,Liam Neeson,John Papsidera,2012.0,Action,3.903040200570714,False,False,8,1.0,,,,,,,4.770684624465665,7.280697195384741,454.8610637096236
25000000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11096,house,Hide and Seek,18.228538,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""MBC Beteiligungs Filmproduktion"", ""id"": 73955}]",2005-01-27,122644820.0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Come out, come out, whatever you are.",6.1,440.0,Robert De Niro,Dariusz Wolski,2005.0,Horror,2.956395529669405,False,False,13,,,,,,1.0,,4.624972813284271,6.089044875446846,454.8610637096236
26000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",8699,journalism,Anchorman: The Legend of Ron Burgundy,29.342744,"[{""name"": ""Apatow Productions"", ""id"": 10105}]",2004-07-09,90574188.0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They bring you the news so you don't have to get it yourself.,6.7,1493.0,Will Ferrell,Will Ferrell,2004.0,Comedy,3.4125574114919592,False,False,37,,,,,,1.0,,4.553876891600541,7.309212365692763,460.03684995471525
25000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",769,prison,GoodFellas,63.654244,"[{""name"": ""Winkler Films"", ""id"": 8880}]",1990-09-12,46836394.0,145.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Three Decades of Life in the Mafia.,8.2,3128.0,Robert De Niro,Martin Scorsese,1990.0,Drama,4.169053748848272,False,False,10,,,,,,1.0,,4.976733742420574,8.048468743668883,454.8610637096236
28000000.0,"[{""id"": 28, ""name"": ""Action""}]",10923,spy,Agent Cody Banks,11.859396,"[{""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Madacy Entertainment"", ""id"": 12027}]",2003-03-14,58795814.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Save the world. Get the girl. Pass math.,5.0,284.0,Frankie Muniz,Madonna,2003.0,Action,2.5540747503658823,False,False,16,1.0,,,,,,,4.634728988229636,5.652489180268651,469.9766389830905
25000000.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11283,loss of mother,Nanny McPhee,24.356483,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Three Strange Angels"", ""id"": 1973}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Nanny McPhee Productions"", ""id"": 76721}]",2005-10-21,122489822.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll Learn To Love Her. Warts And All.,6.4,711.0,Emma Thompson,Tim Bevan,2005.0,Fantasy,3.2330344369863537,False,False,12,,1.0,,,,,,4.584967478670572,6.568077911411976,454.8610637096236
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",111,miami,Scarface,70.105981,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1983-12-08,65884703.0,170.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The world is yours...,8.0,2948.0,Al Pacino,Gerald B. Greenberg,1983.0,Action,4.2641714542276254,False,False,8,,,,,,1.0,,4.976733742420574,7.989221408815276,454.8610637096236
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",11676,rap music,Nothing to Lose,8.618208,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",1997-07-18,51751835.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When the odds are against you, sometimes the only bet is yourself.",6.3,174.0,Tim Robbins,Dan Jinks,1997.0,Action,2.263657968739326,False,False,15,,,,,,1.0,,4.584967478670572,5.1647859739235145,454.8610637096236
23000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",746,buddhism,The Last Emperor,21.189028,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Hemdale Film Corporation"", ""id"": 469}, {""name"": ""Recorded Pictures Company"", ""id"": 470}, {""name"": ""Soprofilms"", ""id"": 472}, {""name"": ""TAO Film"", ""id"": 473}, {""name"": ""Yanco"", ""id"": 474}]",1987-10-21,43984230.0,163.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",7.4,355.0,John Lone,Vittorio Storaro,1987.0,Drama,3.0995979324700036,False,False,16,,1.0,,,,,,4.976733742420574,5.87493073085203,444.0487885775556
25000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",77866,head wound,Contraband,31.364901,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Leverage Management"", ""id"": 8536}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Farraday Films"", ""id"": 8538}, {""name"": ""Leverage Entertainment"", ""id"": 8539}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Blueeyes Productions"", ""id"": 10970}]",2012-01-12,63100000.0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What would you hide to protect your family?,6.1,770.0,Mark Wahlberg,Tim Bevan,2012.0,Thriller,3.4770745331329156,False,False,10,,,,,,1.0,,4.700480365792417,6.647688373563329,454.8610637096236
23000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9416,prison,Money Talks,7.615653,"[{""name"": ""New Line Cinema"", ""id"": 12}]",1997-08-22,51751835.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This ain't no buddy movie.,5.9,87.0,Chris Tucker,Chris Tucker,1997.0,Action,2.1535806651340654,False,False,11,,,,,,1.0,,4.584967478670572,4.477336814478207,444.0487885775556
25000000.0,"[{""id"": 18, ""name"": ""Drama""}]",7345,brother brother relationship,There Will Be Blood,37.817905,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Paramount Vantage"", ""id"": 838}]",2007-12-28,77208711.0,158.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There Will Be Greed. There Will Be Vengeance.,7.9,1537.0,Daniel Day-Lewis,Dylan Tichenor,2007.0,Drama,3.6588816092572864,False,False,19,,,,,,1.0,,4.976733742420574,7.338238150065589,454.8610637096236
35000000.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",14317,sister sister relationship,The Wild Thornberrys Movie,5.784661,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2002-12-20,51751835.0,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,You don't need extraordinary powers to do extraordinary things.,5.8,44.0,Lacey Chabert,Kate Boutilier,2002.0,Animation,1.9146643288846164,False,False,26,,,,,,1.0,,4.454347296253507,3.8066624897703196,501.21168160917796
23000000.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",20694,kids and family,Rugrats Go Wild,8.255708,"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2003-06-13,51751835.0,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Family Vacation Goes Overboard,5.6,61.0,E.G. Daily,Kate Boutilier,2003.0,Animation,2.2252404422891745,False,False,15,,,,,,1.0,,4.442651256490317,4.127134385045092,444.0487885775556
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",12277,usa president,Undercover Brother,6.086083,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2002-05-31,41604473.0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's All Action,5.5,112.0,Eddie Griffin,Brian Grazer,2002.0,Action,1.9581327196120504,False,False,18,,,,,,1.0,,4.465908118654584,4.727387818712341,454.8610637096236
25000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",9779,holiday,The Sisterhood of the Traveling Pants,17.17372,"[{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Alloy Entertainment"", ""id"": 10067}]",2005-06-01,39053061.0,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Laugh. Cry. Share the pants.,6.3,386.0,Amber Tamblyn,John Bailey,2005.0,Drama,2.8999765945296234,False,False,37,,,,,,1.0,,4.787491742782046,5.958424693029782,454.8610637096236
